,Prod. year,Leather interior,Mileage,Cylinders,Wheel,price_levy_combined,Airbags_bins,Engine volume int,Turbo,Coupe,Goods wagon,Hatchback,Jeep,Microbus,Minivan,Pickup,Sedan,Universal,Diesel,Hybrid,LPG,Petrol,Automatic,Manual,Variator,4x4,Front,Germany,Japan,South Korea,USA
11893,2010,0,74592,4.0,0,46609,1,3.5,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
11898,2019,0,7518,4.0,0,1716,2,1.8,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
11899,2012,1,105760,4.0,0,24163,2,2.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
11900,2020,0,3541,4.0,0,1075,2,2.5,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
11902,2001,1,33333,6.0,0,4704,1,3.8,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
11903,2005,1,287140,4.0,0,9095,1,1.6,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0
11904,2002,1,198453,6.0,0,11604,1,2.5,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
11906,2014,1,145000,4.0,0,28980,2,2.5,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
11907,2014,0,83213,4.0,0,2580,2,2.5,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
11908,2013,1,140328,4.0,0,22732,0,2.5,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0
11909,2004,0,149770,6.0,0,13485,2,3.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0
11910,2010,0,145000,4.0,0,18817,1,1.8,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0
11912,2011,0,76519,4.0,0,19208,1,2.5,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
11913,2011,0,88565,4.0,0,26366,1,2.2,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
11914,2015,0,120000,4.0,0,40358,1,2.4,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
11915,2008,0,195200,4.0,0,15095,3,2.4,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
11917,2010,0,0,4.0,0,4054,2,1.8,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
11918,2014,1,169000,4.0,0,11126,2,2.5,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
11920,2011,0,151357,4.0,0,1021,0,2.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0
11921,2001,0,204000,6.0,0,7840,1,2.8,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
11923,2016,0,100702,4.0,0,23995,1,2.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
11924,2010,0,174000,4.0,0,18189,2,1.8,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
11925,2005,1,195000,4.0,0,9408,1,2.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
11929,2012,1,125000,4.0,0,7840,2,2.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
11930,2011,0,215003,6.0,0,3444,2,4.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
11931,2006,1,220000,4.0,0,10349,2,1.5,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
11932,2001,0,1000,4.0,0,5000,1,2.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
11933,2011,0,259910,8.0,0,2418,2,6.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
11936,2012,0,126400,6.0,0,22281,1,2.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
11937,2016,0,79286,4.0,0,39815,1,1.6,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
11938,2012,0,42796,4.0,0,24588,1,1.5,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
11939,2012,0,50261,4.0,0,9038,1,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
11940,2008,0,200000,4.0,0,11869,1,1.6,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
11942,2012,0,104000,8.0,0,20225,1,2.5,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
11943,2019,0,47253,4.0,0,1391,2,2.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
11945,2014,1,130000,6.0,0,17388,1,3.6,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
11946,2004,0,99000,8.0,0,21953,2,5.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
11948,1996,1,0,4.0,0,3136,1,1.4,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0
11949,2016,0,71867,4.0,0,60058,1,2.2,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
11950,2018,1,14000,4.0,0,33067,2,2.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
11951,2019,0,1217,4.0,0,62071,1,2.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
11952,2017,1,54000,4.0,0,24038,2,1.6,1.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
11954,2010,0,160114,4.0,0,23193,1,2.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
11957,2016,0,55000,4.0,0,21953,1,1.5,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
11960,2012,1,108000,4.0,0,14238,2,2.4,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
11962,2013,1,162000,4.0,0,18313,2,2.4,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
11963,2010,0,0,8.0,0,2755,2,4.4,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0
11965,2014,0,160000,6.0,0,22730,2,2.5,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0
11967,2013,0,115200,4.0,0,17876,0,1.4,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0
11968,2010,0,232507,4.0,0,4838,0,1.8,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0
11969,2014,1,79000,4.0,0,20913,2,1.6,1.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
11970,2017,0,98273,4.0,0,40243,1,2.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
11972,2010,0,180093,4.0,0,12391,1,1.6,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
11975,2013,1,87000,4.0,0,19568,2,2.4,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
11977,2004,1,186000,4.0,1,11290,1,2.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
11978,2014,0,173605,4.0,0,4385,2,1.8,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
11979,2016,0,236958,4.0,0,16572,1,2.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
11980,2015,0,50031,4.0,0,34635,1,2.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
11982,2009,0,107000,6.0,0,25867,2,3.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
11983,2011,0,113545,4.0,0,22362,1,2.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
11984,2008,1,164470,4.0,0,13163,2,2.3,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
11985,2013,0,286043,4.0,0,3721,2,1.8,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
11986,1999,1,227000,4.0,0,6586,0,1.6,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0
11987,2015,1,51000,4.0,0,20344,2,2.4,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
11989,2015,0,51865,4.0,0,14743,1,2.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
11990,2014,0,106806,4.0,0,45664,1,2.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
11993,2011,0,178637,5.0,0,16621,1,2.5,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0
11994,2011,0,166288,4.0,0,17865,1,2.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
11996,2013,1,182300,4.0,1,12388,1,1.3,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
11997,2015,1,122395,4.0,0,14419,0,2.5,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
12000,2016,0,69000,4.0,0,42832,1,1.6,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
12001,2011,0,170000,4.0,0,22266,2,2.5,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
12003,2016,0,22715,4.0,0,53875,1,1.5,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0
12004,1999,0,61000,8.0,0,31740,2,4.3,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0
12005,2010,0,65594,4.0,0,14613,1,2.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
12006,2013,0,267200,4.0,0,19088,0,1.8,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0
12007,2013,0,210768,4.0,0,30129,1,2.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
12008,2001,0,350000,6.0,0,5331,1,2.8,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
12010,2009,0,198000,6.0,0,21012,2,3.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
12011,2013,0,90178,4.0,0,8323,1,2.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
12013,2008,0,180000,6.0,0,23521,2,3.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
12014,2013,0,200338,4.0,0,2817,2,2.5,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
12015,2013,1,98000,4.0,0,16146,1,2.5,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
12017,2013,1,176000,4.0,0,13129,2,1.8,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
12020,2018,0,17223,4.0,0,66981,1,1.5,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
12022,2017,0,33507,4.0,0,40923,1,1.6,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
12023,1996,1,25000,4.0,0,4547,1,1.6,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0
12024,2015,1,103000,4.0,0,16446,2,2.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
12025,2018,0,46686,4.0,0,5156,2,2.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
12026,2019,0,7865,4.0,0,63730,1,2.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
12027,2014,0,41500,4.0,0,23993,1,1.5,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
12029,2014,0,45504,4.0,0,14751,1,2.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
12030,2012,1,205248,4.0,0,19403,0,1.8,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
12033,2006,0,220000,6.0,0,17421,2,3.5,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
12034,2008,1,170000,4.0,1,8467,1,1.5,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
12035,2011,1,120000,4.0,1,11290,2,1.3,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
12036,2018,0,31470,4.0,0,6724,2,2.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
12037,2016,0,215032,4.0,0,8180,2,1.8,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
12038,2010,0,150000,8.0,0,34497,2,4.4,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
12039,2009,1,260000,6.0,0,6600,1,2.4,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
12040,2002,0,0,8.0,0,15681,2,5.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
12041,2014,0,206211,4.0,0,2631,2,2.4,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
12042,2011,0,118000,5.0,0,16935,0,2.5,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
12044,2008,0,234278,4.0,0,14936,1,2.5,0.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0
12046,2005,1,150000,4.0,1,7213,1,1.5,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
12047,2013,0,174043,4.0,0,5916,0,1.8,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
12049,2013,0,65920,4.0,0,8010,1,2.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
12053,2010,0,113861,4.0,0,13536,1,1.6,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
12056,2014,0,104000,4.0,0,18515,2,2.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0
12057,2008,1,172323,4.0,0,13112,1,2.2,1.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1
12058,2015,0,89000,4.0,0,34953,2,2.5,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
12059,2010,0,217346,4.0,0,16846,1,2.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
12063,2003,1,190000,6.0,0,16621,1,3.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
12066,2013,1,72000,4.0,0,22279,2,2.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
12067,2005,0,264666,6.0,0,3408,2,3.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
12068,2005,1,197000,4.0,0,10036,2,1.5,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
12069,2015,0,73225,4.0,0,25982,1,1.5,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
12070,2013,1,109000,4.0,1,12243,2,1.5,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
12072,2017,0,275721,4.0,0,17952,1,2.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
12073,2016,0,33000,4.0,0,50128,2,2.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
12074,2014,0,306288,4.0,0,5453,2,2.4,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0
12076,2014,0,69000,5.0,1,17249,2,1.5,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
12078,2009,0,87250,4.0,0,12638,1,1.6,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
12079,2016,0,65000,4.0,0,53314,2,2.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0
12080,2009,0,155798,4.0,0,16866,2,2.5,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
12084,2007,1,131000,6.0,1,7997,1,2.3,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0
12085,2011,0,180000,4.0,0,20275,1,2.4,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
12086,2017,0,77901,4.0,0,2582,2,2.5,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
12088,1996,1,0,4.0,0,2700,1,2.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0
12089,2000,1,500,4.0,0,1831,0,2.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12090,1998,0,250000,4.0,0,4391,1,2.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
12091,1997,1,180000,6.0,0,7213,2,3.2,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
12093,2015,1,123200,4.0,0,13487,0,1.6,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
12094,2009,1,160000,4.0,0,34497,1,2.2,1.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
12095,2002,1,237700,4.0,0,8467,1,2.0,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0
12096,2015,0,286046,4.0,0,12180,1,2.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
12100,2012,0,140200,6.0,0,46392,2,3.0,1.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
12102,2010,1,153795,4.0,0,8758,2,1.8,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
12103,2003,1,195000,4.0,1,10976,0,2.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
12104,2015,0,53014,6.0,0,11936,2,3.5,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0
12105,2006,1,159000,6.0,0,18503,1,4.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
12106,2019,1,9000,4.0,0,18399,1,1.5,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
12107,2016,0,61098,4.0,0,1279,2,2.5,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0
12108,2014,0,122172,4.0,0,47814,1,2.2,0.0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
12109,2003,0,15000,6.0,0,15053,1,2.5,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
12111,2006,1,150000,4.0,1,9408,1,1.5,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
12112,2009,0,187000,4.0,0,12231,1,1.5,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
12113,2009,0,24817,4.0,0,16351,2,2.4,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
12115,2008,0,186000,6.0,0,23521,2,3.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
12116,2011,1,260000,4.0,0,25231,2,2.2,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
12117,2015,1,62000,4.0,0,18573,1,1.8,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
12118,2011,1,210000,4.0,0,15681,2,1.5,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
12119,2011,0,189966,4.0,0,17833,1,2.0,0.0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0
12120,2009,1,189600,4.0,0,19444,2,2.5,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
12121,2016,0,246040,4.0,0,16421,1,2.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
12122,2013,0,85000,6.0,0,56450,2,3.5,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
12123,2014,1,185000,4.0,0,15692,1,2.0,1.0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0
12125,2012,0,92866,4.0,0,21823,1,2.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
12126,2009,0,66287,4.0,0,7390,1,2.0,0.0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
12127,2009,0,137851,4.0,0,16578,1,2.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0
12129,2007,1,0,4.0,0,11964,2,1.5,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0
12131,2013,1,89000,4.0,0,14698,2,1.8,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
12133,2011,1,318400,4.0,0,10053,2,1.8,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
12134,2013,0,149145,4.0,0,22580,2,1.8,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
12135,2016,0,234592,4.0,0,3881,2,2.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
12136,2012,1,120000,4.0,0,18817,1,1.5,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
12137,2010,0,132000,4.0,0,26646,1,2.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
12138,2000,1,270000,4.0,0,6272,1,1.7,1.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0
12139,2018,0,15000,4.0,1,20266,1,1.5,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
12141,2012,0,91000,4.0,0,22669,1,1.5,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
12142,2014,0,117436,4.0,0,34879,1,2.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
12145,2012,1,72500,5.0,0,14681,2,2.5,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
12146,2010,0,177000,4.0,0,15200,2,2.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
12148,2012,0,257072,6.0,0,15641,2,3.5,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
12149,2007,1,211000,4.0,0,11290,1,1.4,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0
12151,2014,0,132000,4.0,0,27120,2,2.5,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
12152,2014,0,195861,4.0,0,33593,1,2.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
12154,1998,1,271050,4.0,0,7000,1,1.6,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0
12156,2018,0,9765,6.0,0,31616,2,3.5,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0
12157,2012,1,75000,4.0,0,17752,2,1.5,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
12158,2017,0,66911,4.0,0,54065,1,1.7,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
12160,2013,0,87000,6.0,0,21164,0,2.5,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
12161,2012,0,236332,4.0,0,20438,1,2.5,0.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0
12163,2004,1,225600,4.0,0,4704,2,2.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0
12164,2013,0,125874,4.0,0,14462,1,1.8,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
12165,2006,1,170000,4.0,1,8467,1,1.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0
12168,2009,0,240000,6.0,0,15649,1,2.8,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
